Dia,PrevD1,PrevD2,PrevD3,PrevD4,PrevD5,PrevD6,PrevD7
2023-10-16,0.910,0.890,1.932,0.830,0.529,0.201,0.155
2023-10-17,0.176,0.487,0.753,0.355,0.173,0.143,0.002
2023-10-18,0.219,0.374,0.286,0.276,0.147,0.001,0.008
2023-10-19,0.364,0.480,0.407,0.186,0.002,0.006,5.611
2023-10-20,0.134,0.200,0.100,0.001,0.041,3.255,0.575
2023-10-21,0.338,0.157,0.004,0.004,0.008,13.052,10.838
2023-10-22,0.135,0.000,0.081,0.494,1.089,7.708,11.121
2023-10-23,0.002,0.030,0.311,7.570,23.222,13.723,2.900
2023-10-24,0.090,2.271,1.271,9.036,6.555,37.428,16.075
2023-10-25,4.431,19.167,8.991,6.033,14.207,17.646,7.993
2023-10-26,17.567,9.449,0.718,3.218,13.381,0.815,21.025
2023-10-27,9.031,2.824,3.195,6.572,23.999,2.182,5.045
2023-10-28,10.083,6.319,35.048,27.462,0.854,12.802,7.342
2023-10-29,3.347,7.760,22.637,3.015,6.917,5.866,5.715
2023-10-30,7.841,13.092,10.893,0.501,7.466,10.561,0.005
2023-10-31,2.445,31.263,0.893,5.269,7.237,0.198,0.129
2023-11-01,1.023,0.760,4.919,5.926,0.002,0.002,0.000
2023-11-02,0.457,1.425,0.593,0.000,0.000,0.000,0.002
2023-11-03,1.110,0.006,0.000,0.009,0.000,0.000,0.000
2023-11-04,0.468,0.000,0.004,0.003,0.000,0.000,0.000
2023-11-05,0.003,0.093,0.004,0.008,0.000,0.046,0.027
2023-11-06,0.052,0.028,0.000,0.000,0.000,0.000,0.002
2023-11-07,0.012,0.000,0.001,0.007,0.000,0.001,0.161
2023-11-08,0.000,0.000,0.017,0.000,0.107,0.214,0.620
2023-11-09,0.000,0.041,0.001,0.006,0.211,0.090,0.021
2023-11-10,0.745,0.000,0.035,0.175,0.080,0.078,0.407
2023-11-11,0.010,0.000,0.096,0.240,0.167,0.139,0.092
2023-11-12,0.000,0.030,0.210,0.344,0.277,0.052,0.124
2023-11-13,0.000,0.283,0.190,0.047,0.196,0.124,11.022
2023-11-14,0.182,0.221,0.218,0.011,9.583,28.687,68.588
2023-11-15,0.223,0.231,0.146,3.791,27.613,0.005,0.006
2023-11-16,0.043,0.188,0.086,15.795,0.061,0.008,0.000
2023-11-17,0.159,1.000,9.817,0.910,0.632,0.059,0.513
2023-11-18,0.080,0.212,0.388,0.505,0.066,0.074,3.566
